what,kind,bundleId,bundleVersion,description,time
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3/aware' does not exist.",1372948248080
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/base' does not exist.",1372948248082
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3/listener' does not exist.",1372948248084
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/user' does not exist.",1372948248085
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/exceluitl' does not exist.",1372948248086
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/base' does not exist.",1372948248088
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model' does not exist.",1372948248090
error,log,,,"Resource '/5isbook/build/classes/parts' does not exist.",1372948248092
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action/configuration' does not exist.",1372948248094
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/configuration' does not exist.",1372948248095
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248097
error,log,,,"Resource '/5isbook/build/classes/parts' does not exist.",1372948248100
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3/listener' does not exist.",1372948248101
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248103
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/configuration/providers' does not exist.",1372948248104
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/user/impl' does not exist.",1372948248105
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248106
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3' does not exist.",1372948248108
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action/configuration' does not exist.",1372948248109
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action' does not exist.",1372948248111
error,log,,,"Resource '/5isbook/build/classes/com/wisbook' does not exist.",1372948248112
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248113
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/user' does not exist.",1372948248115
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248116
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action' does not exist.",1372948248118
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/cms' does not exist.",1372948248119
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3' does not exist.",1372948248120
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods/detail' does not exist.",1372948248121
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods/manager/book' does not exist.",1372948248123
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248125
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods/manager/book' does not exist.",1372948248126
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action' does not exist.",1372948248127
