what,kind,bundleId,bundleVersion,description,time
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: 5isbook",1372949781133
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372949781303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949782708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949783308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949783641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949785541
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372949785579
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372949789812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949803764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949808837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949808846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949814021
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372949814052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949815629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949816417
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372949818373
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372949819850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372949822242
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372949825442
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1372949830695
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372949830730
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372949830813
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372949830837
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372949831554
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1372949840443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372949841349
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1372949843192
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1372949843977
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372949844563
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1372949845442
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372949845555
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1372949845639
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372949846258
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1372949853098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949854268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949854817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949855083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949855442
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372949856565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949857913
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372949874708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949878293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949878864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949879528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949880658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949990735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372949996012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950044347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950045140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950066759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950069553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950119447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950120094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950120325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950138061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950138434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950139245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950143120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950144472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950145674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950145986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950146482
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1372950147370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372950148608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372952851417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372952852060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372952852327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372952852901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372952994633
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372952996703
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372953004907
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372953010948
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372953010988
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372953011025
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372953011878
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372953022279
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372953030244
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372953030286
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372953030321
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372953031148
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1372953038481
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1372953038525
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372953040369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372953066267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372953067080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372953067331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372953892590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372953895054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372953962879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372953965001
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372954701986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956783142
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372956784973
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372956789048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956794380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956795309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956799559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956800976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956802370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956802896
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372956803889
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372956803938
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372956803962
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372956805163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956816128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956816942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956818740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956819146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372956834853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956839288
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372956842870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956851539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956852435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956853064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956853845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956854133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956854843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956900779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956903491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956978366
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372956979164
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372956980837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956983514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372956985779
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372956989842
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372956989907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372956989934
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372956994645
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957004642
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372957012977
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372957013064
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957013094
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372957013672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372957029812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957030682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957056541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372957059533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957060114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957108451
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957110143
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957121247
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957121402
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957121425
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957122077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957144317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957144762
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957146496
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957148466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957167926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957209317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957216551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957230281
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957253010
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372957259015
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957259050
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1372957259885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957279972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957280444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957283576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957284108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957284608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957342682
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957345293
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957347960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372957351457
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372957360500
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957365052
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1372957369255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957369522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957370995
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957371828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957375843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957376524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957376822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957377725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957378526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957695898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957712481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957737929
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957740130
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957745871
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957745907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372957745934
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372957746667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957757622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957759235
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957759637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957760439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957770042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372957775815
