what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372959497726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959499523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959501321
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372959504451
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372959504549
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372959504644
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372959504675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959506470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959510617
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372959511976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959523222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959524987
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372959558565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959591573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959592369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372959669404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959675933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959721922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959725381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959756746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372959911018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959912616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959935620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959939334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959957583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372959958936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372960062451
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1372960066745
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372960068923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372960070159
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372960072232
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1372960073785
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1372960073786
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1372960073793
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1372960073800
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1372960073813
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1372960073814
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1372960073815
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1372960073820
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1372960073821
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1372960073831
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1372960073845
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1372960073847
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.401.v201108240414,"org.eclipse.jst.ws.consumption.ui",1372960073874
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.601.v201108230319,"org.eclipse.jst.ws.consumption",1372960073887
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1372960073914
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1372960073947
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1372960074032
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1372960074060
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1372960074090
